ano,campeonato,cod_categoria,data_jogo,estadio,estadio_UF,estadio_municipio,hora_jogo,id_campeonato,id_url,num_jogo,publicado,resultado,rodada,time_mandante,time_mandante_UF,time_visitante,time_visitante_UF,url_boletim,url_rdj,url_sumula
13/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-13,Gabriel Marques Silva,SP,Santana de Parnaiba,14:00:00,1016,13/05/2022,63,sim,0 X 0  ,6,Vasco da Gama,RJ,Fortaleza,CE,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101663b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101663rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101663se.pdf"""
13/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-13,Gabriel Marques Silva,SP,Santana de Parnaiba,16:00:00,1016,13/05/2022,64,sim,1 X 0  ,6,Ferroviária,SP,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101664b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101664rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101664se.pdf"""
13/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-13,Gabriel Marques Silva,SP,Santana de Parnaiba,18:30:00,1016,13/05/2022,65,sim,4 X 0  ,6,Minas Brasilia,DF,Atlético,GO,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101665b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101665rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101665se.pdf"""
13/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-13,Gabriel Marques Silva,SP,Santana de Parnaiba,20:30:00,1016,13/05/2022,66,sim,7 X 0  ,6,São Paulo,SP,Cuiabá Saf,MT,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101666b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101666rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101666se.pdf"""
14/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-14,Gabriel Marques Silva,SP,Santana de Parnaiba,08:30:00,1016,14/05/2022,67,sim,0 X 3  ,6,Goiás,GO,Cresspom,DF,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101667b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101667rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101667se.pdf"""
14/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-14,Gabriel Marques Silva,SP,Santana de Parnaiba,10:30:00,1016,14/05/2022,68,sim,0 X 0  ,6,Fluminense,RJ,Flamengo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101668b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101668rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101668se.pdf"""
14/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-14,Gabriel Marques Silva,SP,Santana de Parnaiba,14:00:00,1016,14/05/2022,69,sim,1 X 1  ,6,A. A. Esmac,PA,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101669b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101669rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101669se.pdf"""
14/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-14,Gabriel Marques Silva,SP,Santana de Parnaiba,16:00:00,1016,14/05/2022,70,sim,1 X 1  ,6,Santos Fc,SP,Botafogo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101670b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101670rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101670se.pdf"""
14/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-14,Gabriel Marques Silva,SP,Santana de Parnaiba,18:30:00,1016,14/05/2022,71,sim,0 X 5  ,6,Coritiba,PR,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101671b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101671rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101671se.pdf"""
14/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-14,Gabriel Marques Silva,SP,Santana de Parnaiba,20:30:00,1016,14/05/2022,72,sim,5 X 1  ,6,Internacional,RS,America Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101672b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101672rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101672se.pdf"""
17/04/2022,Brasileiro Feminino - Sub-17,96,2022-04-17,Gabriel Marques Silva,SP,Santana de Parnaiba,16:00:00,1016,17/04/2022,13,sim,1 X 1  ,3,São Paulo,SP,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/96101613b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101613rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101613se.pdf"""
17/04/2022,Brasileiro Feminino - Sub-17,96,2022-04-17,Gabriel Marques Silva,SP,Santana de Parnaiba,14:00:00,1016,17/04/2022,14,sim,4 X 0  ,3,Flamengo,RJ,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/96101614b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101614rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101614se.pdf"""
17/04/2022,Brasileiro Feminino - Sub-17,96,2022-04-17,Gabriel Marques Silva,SP,Santana de Parnaiba,10:30:00,1016,17/04/2022,15,sim,4 X 0  ,3,Corinthians,SP,A. A. Esmac,PA,"href=""https://conteudo.cbf.com.br/sumulas/2022/96101615b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101615rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101615se.pdf"""
17/04/2022,Brasileiro Feminino - Sub-17,96,2022-04-17,Gabriel Marques Silva,SP,Santana de Parnaiba,08:30:00,1016,17/04/2022,16,sim,0 X 0  ,3,Minas Brasilia,DF,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/96101616b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101616rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101616se.pdf"""
17/04/2022,Brasileiro Feminino - Sub-17,96,2022-04-17,Gabriel Marques Silva,SP,Santana de Parnaiba,20:30:00,1016,17/04/2022,17,sim,3 X 0  ,3,Internacional,RS,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2022/96101617b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101617rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101617se.pdf"""
17/04/2022,Brasileiro Feminino - Sub-17,96,2022-04-17,Gabriel Marques Silva,SP,Santana de Parnaiba,18:30:00,1016,17/04/2022,18,sim,1 X 1  ,3,Cresspom,DF,São José Ec,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/96101618b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101618rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/96101618se.pdf"""
18/06/2022,Brasileiro Feminino - A3,205,2022-06-18,Joaquinzão,SP,Taubate,15:00:00,1016,18/06/2022,17,sim,2 X 1  ,2,Associação Desportiva Taubaté,SP,Realidade Jovem,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101617b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101617rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101617se.pdf"""
19/06/2022,Brasileiro Feminino - A3,205,2022-06-19,Alair Corrêa,RJ,Cabo Frio,15:00:00,1016,19/06/2022,18,sim,0 X 2  ,2,Cabofriense,RJ,Vila Nova F. C.,ES,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101618b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101618rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101618se.pdf"""
19/06/2022,Brasileiro Feminino - A3,205,2022-06-19,CT do Criciúma 1,SC,Criciuma,15:00:00,1016,19/06/2022,19,sim,2 X 1  ,2,Criciúma,SC,Ipatinga,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101619b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101619rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101619se.pdf"""
19/06/2022,Brasileiro Feminino - A3,205,2022-06-19,CT Futebol com Vida,RS,Tres Passos,15:00:00,1016,19/06/2022,20,sim,3 X 0  ,2,Ec Flamengo de São Pedro,RS,Juventude,RS,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101620b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101620rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101620se.pdf"""
20/06/2022,Brasileiro Feminino - A3,205,2022-06-20,Defelê ,DF,Brasilia,15:00:00,1016,20/06/2022,21,sim,4 X 0  ,2,Legião Futebol Clube,DF,Operário,MS,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101621b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101621rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101621se.pdf"""
19/06/2022,Brasileiro Feminino - A3,205,2022-06-19,14 de Dezembro,PR,Toledo,19:00:00,1016,19/06/2022,22,sim,5 X 3  ,2,Toledo,PR,Coritiba,PR,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101622b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101622rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101622se.pdf"""
20/06/2022,Brasileiro Feminino - A3,205,2022-06-20,CT do Dragão,GO,Goiania,10:00:00,1016,20/06/2022,23,sim,2 X 1  ,2,Atlético,GO,Vila Nova,GO,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101623b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101623rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101623se.pdf"""
18/06/2022,Brasileiro Feminino - A3,205,2022-06-18,Dutrinha,MT,Cuiaba,16:00:00,1016,18/06/2022,24,sim,4 X 1  ,2,Mixto,MT,Cuiabá Saf,MT,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101624b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101624rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101624se.pdf"""
18/06/2022,Brasileiro Feminino - A3,205,2022-06-18,Waldomiro Borges,BA,Jequie,15:00:00,1016,18/06/2022,25,sim,3 X 0  ,2,Doce Mel,BA,Estanciano,SE,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101625b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101625rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101625se.pdf"""
26/06/2022,Brasileiro Feminino - A3,205,2022-06-26,Ilha do Retiro,PE,Recife,15:00:00,1016,26/06/2022,26,sim,3 X 0  ,2,Sport,PE,Náutico,PE,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101626b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101626rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101626se.pdf"""
18/06/2022,Brasileiro Feminino - A3,205,2022-06-18,Almeidão,PB,Joao Pessoa,15:00:00,1016,18/06/2022,27,sim,3 X 1  ,2,Vf4,PB,Crb,AL,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101627b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101627rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101627se.pdf"""
19/06/2022,Brasileiro Feminino - A3,205,2022-06-19,João Ronaldo,CE,Pacajus,15:00:00,1016,19/06/2022,28,sim,1 X 0  ,2,Associação Meninas Campeãs,CE,União,RN,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101628b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101628rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101628se.pdf"""
18/06/2022,Brasileiro Feminino - A3,205,2022-06-18,Lindolfo Monteiro,PI,Teresina,15:00:00,1016,18/06/2022,29,sim,1 X 2  ,2,Abelhas Rainhas,PI,Paraíso Esporte Clube,TO,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101629b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101629rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101629se.pdf"""
18/06/2022,Brasileiro Feminino - A3,205,2022-06-18,Baenão,PA,Belem,15:00:00,1016,18/06/2022,30,sim,2 X 2  ,2,Remo,PA,Ypiranga Clube,AP,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101630b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101630rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101630se.pdf"""
19/06/2022,Brasileiro Feminino - A3,205,2022-06-19,Arena da Amazônia,AM,Manaus,16:00:00,1016,19/06/2022,31,sim,3 X 0  ,2,Instituto 3b,AM,São Raimundo,RR,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101631b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101631rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101631se.pdf"""
18/06/2022,Brasileiro Feminino - A3,205,2022-06-18,Portal da Amazônia,RO,Vilhena,16:00:00,1016,18/06/2022,32,sim,6 X 1  ,2,Barcelona,RO,Rio Branco,AC,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101632b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101632rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101632se.pdf"""
09/07/2022,Brasileiro Feminino - A3,205,2022-07-09,Joaquinzão,SP,Taubate,15:00:00,1016,09/07/2022,41,sim,3 X 1  ,2,Associação Desportiva Taubaté,SP,Vila Nova F. C.,ES,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101641b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101641rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101641se.pdf"""
10/07/2022,Brasileiro Feminino - A3,205,2022-07-10,CT Futebol com Vida,RS,Tres Passos,15:00:00,1016,10/07/2022,42,sim,1 X 1  ,2,Ec Flamengo de São Pedro,RS,Ipatinga,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101642b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101642rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101642se.pdf"""
10/07/2022,Brasileiro Feminino - A3,205,2022-07-10,Defelê,DF,Brasilia,10:00:00,1016,10/07/2022,43,sim,2 X 2  ,2,Legião Futebol Clube,DF,Toledo,PR,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101643b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101643rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101643se.pdf"""
09/07/2022,Brasileiro Feminino - A3,205,2022-07-09,Onésio Brasileiro Alvarenga,GO,Goiania,15:00:00,1016,09/07/2022,44,sim,2 X 2  ,2,Vila Nova,GO,Mixto,MT,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101644b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101644rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101644se.pdf"""
09/07/2022,Brasileiro Feminino - A3,205,2022-07-09,Waldomiro Borges,BA,Jequie,15:00:00,1016,09/07/2022,45,sim,1 X 1  ,2,Doce Mel,BA,Sport,PE,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101645b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101645rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101645se.pdf"""
10/07/2022,Brasileiro Feminino - A3,205,2022-07-10,Almeidão,PB,Joao Pessoa,15:00:00,1016,10/07/2022,46,sim,2 X 1  ,2,Vf4,PB,União,RN,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101646b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101646rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101646se.pdf"""
09/07/2022,Brasileiro Feminino - A3,205,2022-07-09,José Pereira Rêgo,TO,Paraiso do Tocantins,18:00:00,1016,09/07/2022,47,sim,0 X 0  ,2,Paraíso Esporte Clube,TO,Ypiranga Clube,AP,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101647b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101647rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101647se.pdf"""
09/07/2022,Brasileiro Feminino - A3,205,2022-07-09,Arena da Amazônia,AM,Manaus,16:00:00,1016,09/07/2022,48,sim,3 X 1  ,2,Instituto 3b,AM,Barcelona,RO,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101648b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101648rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101648se.pdf"""
23/07/2022,Brasileiro Feminino - A3,205,2022-07-23,Joaquinzão,SP,Taubate,15:00:00,1016,23/07/2022,53,sim,1 X 1  ,2,Associação Desportiva Taubaté,SP,Ipatinga,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101653b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101653rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101653se.pdf"""
24/07/2022,Brasileiro Feminino - A3,205,2022-07-24,14 de Dezembro,PR,Toledo,15:30:00,1016,24/07/2022,54,sim,2 X 1  ,2,Toledo,PR,Vila Nova,GO,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101654b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101654rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101654se.pdf"""
23/07/2022,Brasileiro Feminino - A3,205,2022-07-23,Ilha do Retiro,PE,Recife,15:00:00,1016,23/07/2022,55,sim,2 X 2  ,2,Sport,PE,Vf4,PB,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101655b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101655rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101655se.pdf"""
23/07/2022,Brasileiro Feminino - A3,205,2022-07-23,Arena da Amazônia,AM,Manaus,16:00:00,1016,23/07/2022,56,sim,1 X 0  ,2,Instituto 3b,AM,Ypiranga Clube,AP,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101656b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101656rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101656se.pdf"""
13/08/2022,Brasileiro Feminino - A3,205,2022-08-13,Joaquinzão,SP,Taubate,15:00:00,1016,13/08/2022,59,sim,2 X 0  ,2,Associação Desportiva Taubaté,SP,Vila Nova,GO,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101659b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101659rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101659se.pdf"""
14/08/2022,Brasileiro Feminino - A3,205,2022-08-14,CT do Retrô,PE,Camaragibe,15:00:00,1016,14/08/2022,60,sim,2 X 2  ,2,Sport,PE,Instituto 3b,AM,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101660b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101660rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101660se.pdf"""
28/08/2022,Brasileiro Feminino - A3,205,2022-08-28,Joaquinzão,SP,Taubate,15:00:00,1016,28/08/2022,62,sim,3 X 0  ,2,Associação Desportiva Taubaté,SP,Instituto 3b,AM,"href=""https://conteudo.cbf.com.br/sumulas/2022/205101662b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101662rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/205101662se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,Defelê,DF,Brasilia,15:00:00,1016,23/07/2022,41,sim,1 X 0  ,6,Minas Brasilia,DF,Aliança,GO,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101641b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101641rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101641se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,SESC Venda Nova,MG,Belo Horizonte,15:00:00,1016,23/07/2022,42,sim,1 X 3  ,6,America Saf,MG,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101642b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101642rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101642se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,Giulite Coutinho,RJ,Mesquita,15:00:00,1016,23/07/2022,43,sim,2 X 2  ,6,Botafogo,RJ,Vasco da Gama,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101643b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101643rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101643se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,CT Evaristo de Macedo,BA,Camacari,15:00:00,1016,23/07/2022,44,sim,4 X 2  ,6,Esporte Clube Bahia,BA,Fluminense,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101644b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101644rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101644se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,Estádio Universitário/UFAL,AL,Maceio,15:00:00,1016,23/07/2022,45,sim,1 X 0  ,6,Uda,AL,Fortaleza,CE,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101645b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101645rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101645se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,Cidade Vozão,CE,Itaitinga,15:00:00,1016,23/07/2022,46,sim,1 X 1  ,6,Ceará,CE,Botafogo,PB,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101646b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101646rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101646se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,Carlos Zamith,AM,Manaus,16:00:00,1016,23/07/2022,47,sim,2 X 2  ,6,Iranduba,AM,Cefama,MA,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101647b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101647rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101647se.pdf"""
23/07/2022,Brasileiro Feminino - A2,167,2022-07-23,Valerião,RO,Ariquemes,16:00:00,1016,23/07/2022,48,sim,2 X 1  ,6,Real Ariquemes,RO,Itacoatiara Futebol Clube,AM,"href=""https://conteudo.cbf.com.br/sumulas/2022/167101648b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101648rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/167101648se.pdf"""
07/08/2022,Brasileiro Feminino - A1,166,2022-08-07,Marcelo Portugal,SP,Cotia,11:00:00,1016,07/08/2022,113,sim,3 X 1  ,15,São Paulo,SP,São José Ec,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/1661016113b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016113rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016113se.pdf"""
07/08/2022,Brasileiro Feminino - A1,166,2022-08-07,Arena Barueri,SP,Barueri,11:00:00,1016,07/08/2022,114,sim,1 X 1  ,15,Santos Fc,SP,Flamengo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2022/1661016114b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016114rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016114se.pdf"""
07/08/2022,Brasileiro Feminino - A1,166,2022-08-07,CFA  - Jarinú,SP,Jarinu,11:00:00,1016,07/08/2022,115,sim,1 X 0  ,15,Red Bull Bragantino,SP,Cruzeiro Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/1661016115b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016115rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016115se.pdf"""
07/08/2022,Brasileiro Feminino - A1,166,2022-08-07,Carlos Alberto Costa Neves,SC,Cacador,11:00:00,1016,07/08/2022,116,sim,2 X 1  ,15,Avaí-kindermann,SC,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2022/1661016116b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016116rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016116se.pdf"""
07/08/2022,Brasileiro Feminino - A1,166,2022-08-07,Vieirão,RS,Gravatai,11:00:00,1016,07/08/2022,117,sim,2 X 2  ,15,Grêmio,RS,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/1661016117b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016117rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016117se.pdf"""
07/08/2022,Brasileiro Feminino - A1,166,2022-08-07,Francisco Vasques,PA,Belem,11:00:00,1016,07/08/2022,118,sim,1 X 4  ,15,A. A. Esmac,PA,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/1661016118b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016118rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/1661016118se.pdf"""
